         2324420 function calls (2171995 primitive calls) in 1.523 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      617    0.000    0.000    0.001    0.000 base.py:126(__set__)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1409(copy)
     3990    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
      202    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      131    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      233    0.000    0.000    0.001    0.000 posixpath.py:154(dirname)
     1095    0.000    0.000    0.000    0.000 check.py:489(<genexpr>)
       95    0.000    0.000    0.001    0.000 typing.py:603(__init__)
     1228    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     2629    0.000    0.000    0.000    0.000 bases.py:473(validation_on)
     2862    0.000    0.000    0.000    0.000 __init__.py:74(<genexpr>)
     1140    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
  331/313    0.000    0.000    0.007    0.000 check.py:582(wrapper)
       23    0.000    0.000    0.001    0.000 enum.py:177(<setcomp>)
     1398    0.000    0.000    0.000    0.000 descriptors.py:127(__init__)
      353    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      343    0.000    0.000    0.000    0.000 _util.py:307(<listcomp>)
      146    0.000    0.000    0.001    0.000 __init__.py:685(add)
      285    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
     1325    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      158    0.000    0.000    0.000    0.000 _decorators.py:247(__call__)
      174    0.000    0.000    0.002    0.000 numeric.py:95(__init__)
      629    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     1693    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
      379    0.000    0.000    0.002    0.000 inspect.py:2843(replace)
        1    0.000    0.000    0.068    0.068 _continuous_distns.py:6(<module>)
       95    0.000    0.000    0.002    0.000 container.py:279(__init__)
      292    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
      112    0.000    0.000    0.006    0.000 _distn_infrastructure.py:587(__init__)
      413    0.000    0.000    0.015    0.000 inspect.py:2829(from_callable)
       13    0.000    0.000    0.001    0.000 enum.py:654(<listcomp>)
      251    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(__eq__)
     2308    0.000    0.000    0.000    0.000 either.py:89(type_params)
      341    0.000    0.000    0.001    0.000 base.py:102(__set__)
     2636    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        3    0.000    0.000    0.001    0.000 six.py:1(<module>)
     1333    0.000    0.000    0.002    0.000 abc.py:137(__instancecheck__)
      438    0.000    0.000    0.000    0.000 __init__.py:2637(key)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
      143    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
      408    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
      172    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
  155/138    0.000    0.000    0.053    0.000 <frozen importlib._bootstrap_external>:1040(create_module)
      764    0.000    0.000    0.000    0.000 check.py:492(<lambda>)
       48    0.000    0.000    0.001    0.000 config.py:414(register_option)
      413    0.000    0.000    0.001    0.000 colors.py:132(__set__)
       83    0.000    0.000    0.006    0.000 serializers.py:538(namedtuple)
       31    0.000    0.000    0.005    0.000 _collections_abc.py:824(update)
     1914    0.000    0.000    0.001    0.000 descriptors.py:464(__get__)
     1056    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      917    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.017    0.017 builtins.py:5(<module>)
      538    0.000    0.000    0.000    0.000 compiler.py:402(newline)
      303    0.000    0.000    0.000    0.000 types.py:1664(__init__)
        1    0.000    0.000    0.002    0.002 pyplot.py:2031(_setup_pyplot_info_docstrings)
     1824    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
     3018    0.000    0.000    0.000    0.000 bases.py:269(validate)
      491    0.000    0.000    0.003    0.000 colors.py:120(is_color_like)
       80    0.000    0.000    0.045    0.001 helpers.py:795(_glyph_function)
      420    0.000    0.000    0.032    0.000 check.py:571(typecheck_method)
      368    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
     1633    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      162    0.000    0.000    0.001    0.000 container.py:79(validate)
      160    0.000    0.000    0.020    0.000 __init__.py:2037(find_on_path)
       50    0.000    0.000    0.002    0.000 ElementTree.py:1302(XML)
      770    0.000    0.000    0.000    0.000 nodes.py:65(text)
      181    0.000    0.000    0.001    0.000 container.py:163(__init__)
       57    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
      167    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      496    0.000    0.000    0.004    0.000 sre_parse.py:96(closegroup)
   105/34    0.000    0.000    0.001    0.000 visitor.py:58(generic_visit)
   150/97    0.000    0.000    0.015    0.000 expressions.py:454(_uncached_match)
      303    0.000    0.000    0.002    0.000 expressions.py:410(_uncached_match)
      517    0.000    0.000    0.013    0.000 re.py:180(search)
     2686    0.000    0.000    0.000    0.000 check.py:26(__init__)
      754    0.000    0.000    0.088    0.000 re.py:232(compile)
      736    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 palettes.py:390(_autoprop)
       67    0.000    0.000    0.001    0.000 nodes.py:64(__new__)
       11    0.000    0.000    0.006    0.001 ops.py:800(_create_methods)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      292    0.000    0.000    0.001    0.000 posixpath.py:121(splitext)
      752    0.000    0.000    0.000    0.000 exceptions.py:10(__init__)
      647    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      413    0.000    0.000    0.015    0.000 inspect.py:3081(signature)
      142    0.000    0.000    0.006    0.000 dataspec.py:238(__init__)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3839(__init__)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:546(__init__)
      706    0.000    0.000    0.000    0.000 dataspec.py:214(_sphinx_type)
      2/1    0.000    0.000    0.009    0.009 mimetypes.py:66(__init__)
        1    0.000    0.000    0.002    0.002 packages.py:1(<module>)
      254    0.000    0.000    0.003    0.000 rcsetup.py:358(validate_color_for_prop_cycle)
      445    0.000    0.000    0.000    0.000 check.py:53(check)
       13    0.000    0.000    0.001    0.000 nodes.py:219(set_environment)
        3    0.000    0.000    0.011    0.004 numeric.py:1(<module>)
      133    0.000    0.000    0.000    0.000 ops.py:274(_get_opstr)
       85    0.000    0.000    0.001    0.000 inspect.py:535(_finddoc)
       36    0.000    0.000    0.004    0.000 __init__.py:1496(_add_data_doc)
      303    0.000    0.000    0.001    0.000 type_parsing.py:47(visit_variable)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
      313    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      495    0.000    0.000    0.001    0.000 compiler.py:397(writeline)
       52    0.000    0.000    0.003    0.000 fonts.py:69(__init__)
        3    0.000    0.000    0.032    0.011 grammar.py:50(__init__)
      689    0.000    0.000    0.000    0.000 typing.py:590(_is_dunder)
      147    0.000    0.000    0.000    0.000 util.py:100(__init__)
      343    0.000    0.000    0.000    0.000 _util.py:302(<listcomp>)
      769    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      343    0.000    0.000    0.000    0.000 _util.py:297(<listcomp>)
  154/144    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
      449    0.000    0.000    0.001    0.000 check.py:376(<listcomp>)
        2    0.000    0.000    0.251    0.126 plots.py:1(<module>)
      314    0.000    0.000    0.000    0.000 types.py:150(__init__)
      146    0.000    0.000    0.003    0.000 __init__.py:1325(safe_version)
      368    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      146    0.000    0.000    0.001    0.000 version.py:236(__str__)
    102/2    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
      146    0.000    0.000    0.006    0.000 __init__.py:2032(<listcomp>)
     2688    0.000    0.000    0.000    0.000 bases.py:350(has_ref)
        1    0.000    0.000    0.016    0.016 pyparsing.py:96(<module>)
       85    0.000    0.000    0.004    0.000 __init__.py:2191(_handle_ns)
       88    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1821(_parseCache)
     2284    0.000    0.000    0.000    0.000 grammar.py:382(generic_visit)
      315    0.000    0.000    0.002    0.000 check.py:383(nullable)
       19    0.000    0.000    0.004    0.000 rcsetup.py:866(validate_cycler)
       68    0.000    0.000    0.003    0.000 ops.py:1486(_arith_method_FRAME)
      310    0.000    0.000    0.024    0.000 check.py:575(typecheck)
      362    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
       29    0.000    0.000    0.004    0.000 color.py:103(__init__)
      146    0.000    0.000    0.006    0.000 __init__.py:2026(_by_version)
       60    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.011    0.011 matrixtable.py:489(MatrixTable)
     1618    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
      292    0.000    0.000    0.003    0.000 version.py:74(__init__)
  829/673    0.000    0.000    0.001    0.000 abc.py:141(__subclasscheck__)
      255    0.000    0.000    0.002    0.000 borders.py:49(__init__)
      307    0.000    0.000    0.000    0.000 ir.py:1306(_register)
        1    0.000    0.000    0.194    0.194 pyplot.py:19(<module>)
      394    0.000    0.000    0.001    0.000 check.py:371(exactly)
        1    0.000    0.000    0.010    0.010 _axes.py:97(Axes)
      714    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      146    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       14    0.000    0.000    0.009    0.001 _distn_infrastructure.py:2777(__init__)
        1    0.000    0.000    0.002    0.002 generic.py:102(NDFrame)
      202    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      362    0.000    0.000    0.001    0.000 dataspec.py:178(make_descriptors)
      111    0.000    0.000    0.003    0.000 rcsetup.py:90(<listcomp>)
        3    0.000    0.000    0.000    0.000 expr.py:216(disallowed)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3980(__init__)
     1516    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      100    0.000    0.000    0.000    0.000 container.py:60(__init__)
      292    0.000    0.000    0.001    0.000 bases.py:354(accepts)
       95    0.000    0.000    0.001    0.000 parser.py:552(parse_primary)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
     1357    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
     1336    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        6    0.000    0.000    0.002    0.000 patches.py:1872(_pprint_styles)
      429    0.000    0.000    0.000    0.000 helpers.py:728(<genexpr>)
       54    0.000    0.000    0.001    0.000 __init__.py:890(_open_file_or_url)
      133    0.000    0.000    0.001    0.000 dataspec.py:594(prepare_value)
       73    0.000    0.000    0.001    0.000 __init__.py:2870(insert_on)
      547    0.000    0.000    0.000    0.000 _decorators.py:293(__init__)
      116    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
      908    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.009    0.009 pyparsing.py:75(<module>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
       82    0.000    0.000    0.000    0.000 compiler.py:1399(visit_Name)
      146    0.000    0.000    0.004    0.000 __init__.py:2565(__init__)
      358    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      188    0.000    0.000    0.001    0.000 base.py:82(__set__)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
     1868    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      983    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1560    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.197    0.049 __init__.py:17(<module>)
       52    0.000    0.000    0.001    0.000 core.py:889(__init__)
       70    0.000    0.000    0.001    0.000 enum.py:830(__or__)
        1    0.000    0.000    0.037    0.037 statgen.py:1(<module>)
      164    0.000    0.000    0.000    0.000 colors.py:454(__init__)
       65    0.000    0.000    0.000    0.000 utils.py:75(__call__)
      364    0.000    0.000    0.000    0.000 _distn_infrastructure.py:41(instancemethod)
      358    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
      132    0.000    0.000    0.001    0.000 colors.py:81(__init__)
      430    0.000    0.000    0.000    0.000 type_parsing.py:138(visit_simple_identifier)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
      173    0.000    0.000    0.002    0.000 __init__.py:1925(getLogger)
      150    0.000    0.000    0.008    0.000 cm.py:81(_generate_cmap)
      234    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
      165    0.000    0.000    0.000    0.000 types.py:678(__init__)
      113    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        1    0.000    0.000    0.003    0.003 mathtext.py:2838(<listcomp>)
       51    0.000    0.000    0.001    0.000 alignment.py:45(__init__)
      185    0.000    0.000    0.000    0.000 sre_parse.py:1036(expand_template)
       14    0.000    0.000    0.108    0.008 __init__.py:3(<module>)
