         2324420 function calls (2171995 primitive calls) in 1.523 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 _internal.py:561(_Stream)
        9    0.000    0.000    0.000    0.000 _internal.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1285(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 numerictypes.py:438(__getitem__)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:283(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:786(name)
        6    0.000    0.000    0.000    0.000 pathlib.py:1163(stat)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 certs.py:14(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1851(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1971(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 url.py:18(Url)
        1    0.000    0.000    0.000    0.000 _collections.py:28(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:18(is_local_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:278(validate_ordered)
        1    0.000    0.000    0.000    0.000 widgets.py:82(Timer)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:140(addLevelName)
        1    0.000    0.000    0.000    0.000 __init__.py:991(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 client.py:1360(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1557(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1189(ConfigParser)
        1    0.000    0.000    0.000    0.000 parser.py:82(split_opt)
        1    0.000    0.000    0.000    0.000 parser.py:192(OptionParser)
        2    0.000    0.000    0.000    0.000 _compat.py:268(<lambda>)
        3    0.000    0.000    0.000    0.000 _compat.py:665(_make_cached_stream_func)
        1    0.000    0.000    0.000    0.000 utils.py:70(LazyFile)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 core.py:576(BaseCommand)
        1    0.000    0.000    0.000    0.000 core.py:959(MultiCommand)
        1    0.000    0.000    0.000    0.000 core.py:1500(Option)
        1    0.000    0.000    0.000    0.000 core.py:1793(Argument)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        8    0.000    0.000    0.000    0.000 core.py:61(_check_multicommand)
        1    0.000    0.000    0.000    0.000 connectionpool.py:736(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 six.py:117(__getattr__)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        2    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        5    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       20    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       10    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       26    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 commondialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:1999(Tk)
        1    0.000    0.000    0.000    0.000 __init__.py:2251(BaseWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:2313(Widget)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(Toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:2348(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:2962(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2972(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2999(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:3032(Scrollbar)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:86(TimerTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:721(ToolTip)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:871(StatusbarTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:894(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 __init__.py:183(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:467(StringVar)
        1    0.000    0.000    0.000    0.000 __init__.py:489(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:531(BooleanVar)
        1    0.000    0.000    0.000    0.000 backend_agg.py:615(_BackendAgg)
        1    0.000    0.000    0.000    0.000 geo.py:235(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:260(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:336(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:363(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:437(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:477(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:434(LambertAxes)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:186(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:209(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:349(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:394(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:499(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:654(RadialAxis)
        1    0.000    0.000    0.000    0.000 scale.py:71(LinearScale)
        1    0.000    0.000    0.000    0.000 scale.py:109(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:217(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:239(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:255(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:432(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:474(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:503(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:533(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:644(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:665(LogitScale)
        2    0.000    0.000    0.000    0.000 scale.py:717(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:398(XTick)
        2    0.000    0.000    0.000    0.000 axis.py:655(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:647(_LazyTickList)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:6(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1011(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1233(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 legend_handler.py:41(HandlerBase)
        2    0.000    0.000    0.000    0.000 legend_handler.py:262(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:336(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:411(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:653(HandlerTuple)
        1    0.000    0.000    0.000    0.000 mlab.py:1398(GaussianKDE)
        1    0.000    0.000    0.000    0.000 streamplot.py:246(DomainMap)
        1    0.000    0.000    0.000    0.000 legend.py:49(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:310(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:386(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:846(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1720(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1746(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:68(get_projection_names)
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 figure.py:164(SubplotParams)
        1    0.000    0.000    0.000    0.000 widgets.py:2561(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2774(Lasso)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:481(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:535(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:552(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:572(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:724(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:770(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:778(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:968(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1076(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:255(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:1348(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1915(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:2403(EllipseSelector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1231(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1259(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1280(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1384(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1495(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3190(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3328(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:159(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:247(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:403(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:413(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:429(ToolEnableNavigation)
        5    0.000    0.000    0.000    0.000 texmanager.py:97(<genexpr>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:267(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:407(SubplotSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:1936(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1966(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:2020(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2058(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2085(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 dviread.py:489(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:578(Vf)
        1    0.000    0.000    0.000    0.000 mathtext.py:87(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:142(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:269(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:299(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:875(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:918(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:934(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:950(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1430(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1438(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1446(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1526(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1556(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1731(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1807(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1837(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1847(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1921(Fil)
        1    0.000    0.000    0.000    0.000 patches.py:1314(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1416(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1896(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1905(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:2005(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2054(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2105(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2143(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2208(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2270(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2323(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2747(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2867(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:3190(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3269(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3428(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3466(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3486(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3506(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3526(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3603(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3637(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3659(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3709(Simple)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 text.py:1657(OffsetFrom)
        1    0.000    0.000    0.000    0.000 font_manager.py:865(JSONEncoder)
        1    0.000    0.000    0.000    0.000 lines.py:1451(VertexSelector)
        1    0.000    0.000    0.000    0.000 collections.py:1879(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1202(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1207(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1212(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1649(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1760(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1815(TriMesh)
        1    0.000    0.000    0.000    0.000 pyplot.py:1786(colormaps)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:251(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:278(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:1560(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 _constants.py:5(<module>)
        1    0.000    0.000    0.000    0.000 external.py:105(ExternalDefinedName)
        1    0.000    0.000    0.000    0.000 cache.py:276(PCDSDTCEntries)
        1    0.000    0.000    0.000    0.000 cache.py:386(GroupMembers)
        1    0.000    0.000    0.000    0.000 cache.py:491(FieldUsage)
        1    0.000    0.000    0.000    0.000 cache.py:640(DiscretePr)
        1    0.000    0.000    0.000    0.000 fields.py:15(Index)
        1    0.000    0.000    0.000    0.000 core.py:27(NestedDateTime)
        1    0.000    0.000    0.000    0.000 core.py:41(QualifiedDateTime)
        1    0.000    0.000    0.000    0.000 table.py:46(HierarchyUsage)
        1    0.000    0.000    0.000    0.000 table.py:487(Format)
        1    0.000    0.000    0.000    0.000 table.py:615(AutoSortScope)
        1    0.000    0.000    0.000    0.000 workbook.py:27(WorkbookParser)
        1    0.000    0.000    0.000    0.000 smart_tags.py:12(SmartTag)
        1    0.000    0.000    0.000    0.000 drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 views.py:37(ChartsheetViewList)
        1    0.000    0.000    0.000    0.000 external_reference.py:11(ExternalReference)
        1    0.000    0.000    0.000    0.000 connector.py:63(ConnectorNonVisual)
        1    0.000    0.000    0.000    0.000 graphic.py:137(GraphicFrame)
        4    0.000    0.000    0.000    0.000 manifest.py:69(__init__)
        1    0.000    0.000    0.000    0.000 descriptors.py:18(NestedGapAmount)
        1    0.000    0.000    0.000    0.000 descriptors.py:32(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 pie_chart.py:76(PieChart3D)
        1    0.000    0.000    0.000    0.000 surface_chart.py:101(SurfaceChart)
        1    0.000    0.000    0.000    0.000 xdr.py:10(XDRPoint2D)
        1    0.000    0.000    0.000    0.000 data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 data_source.py:171(Level)
        1    0.000    0.000    0.000    0.000 data_source.py:185(MultiLevelStrData)
        1    0.000    0.000    0.000    0.000 data_source.py:223(AxDataSource)
        1    0.000    0.000    0.000    0.000 title.py:68(TitleDescriptor)
        1    0.000    0.000    0.000    0.000 geometry.py:379(Path2DList)
        1    0.000    0.000    0.000    0.000 geometry.py:421(ConnectionSite)
        1    0.000    0.000    0.000    0.000 geometry.py:434(ConnectionSiteList)
        1    0.000    0.000    0.000    0.000 text.py:473(RegularTextRun)
        1    0.000    0.000    0.000    0.000 text.py:577(GeomGuideList)
        1    0.000    0.000    0.000    0.000 fill.py:105(__init__)
        1    0.000    0.000    0.000    0.000 fill.py:150(LinearShadeProperties)
        1    0.000    0.000    0.000    0.000 effect.py:48(HSLEffect)
        1    0.000    0.000    0.000    0.000 effect.py:79(DuotoneEffect)
        1    0.000    0.000    0.000    0.000 effect.py:83(ColorReplaceEffect)
        1    0.000    0.000    0.000    0.000 effect.py:130(AlphaReplaceEffect)
        1    0.000    0.000    0.000    0.000 effect.py:163(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 line.py:73(DashStopList)
        1    0.000    0.000    0.000    0.000 geometry.py:50(PositiveSize2D)
        1    0.000    0.000    0.000    0.000 copier.py:9(WorksheetCopy)
        1    0.000    0.000    0.000    0.000 _chart.py:28(AxId)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorChoiceDescriptor)
        1    0.000    0.000    0.000    0.000 table.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 comments.py:4(<module>)
        1    0.000    0.000    0.000    0.000 shape_writer.py:20(ShapeWriter)
        1    0.000    0.000    0.000    0.000 merge.py:15(MergeCell)
        1    0.000    0.000    0.000    0.000 pagebreak.py:87(ColBreak)
        1    0.000    0.000    0.000    0.000 _reader.py:319(WorksheetReader)
        1    0.000    0.000    0.000    0.000 escape.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:12(TokenizerError)
        1    0.000    0.000    0.000    0.000 dimensions.py:184(DimensionHolder)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:6(BoundDictionary)
        1    0.000    0.000    0.000    0.000 read_only.py:113(EmptyCell)
        1    0.000    0.000    0.000    0.000 rule.py:94(DataBar)
        1    0.000    0.000    0.000    0.000 rule.py:119(ColorScale)
        1    0.000    0.000    0.000    0.000 formatting.py:57(ConditionalFormattingList)
        1    0.000    0.000    0.000    0.000 named_styles.py:163(NamedStyleList)
        9    0.000    0.000    0.000    0.000 cell_style.py:23(__init__)
        1    0.000    0.000    0.000    0.000 styleable.py:17(StyleDescriptor)
        1    0.000    0.000    0.000    0.000 styleable.py:38(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 styleable.py:65(NamedStyleDescriptor)
        1    0.000    0.000    0.000    0.000 proxy.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:50(RGB)
        1    0.000    0.000    0.000    0.000 excel.py:22(HexBinary)
